FlightHistoryId,CutoffTime,ArrivalAirport,ScheduledArrivalTime,CurrentLatitude,CurrentLongitude,CurrentAltitude,CurrentGroundSpeed,StandardPassengerCount,PremiumPassengerCount,FuelRemainingPounds,FuelCost,CrewDelayCost,OtherHourlyCosts,NonarrivalPenalty,DelayCostProportion30m,DelayCostProportion2h,MaxStandardDelayCost,MaxPremiumDelayCost,FreeAltitudeChanges,AltitudeChangeCost,TurbulenceCostPer6Minutes
308572529,2013-09-10 18:03:53+00:00,KORD,2013-09-10 19:42:00+00:00,34.169998,-84.480003,18000,411,136,14,18050.456944,3.61,405.75,1763.03,100000.00,0.255,0.497,36.55,72.18,5,100.00,40.00
308572547,2013-09-10 18:03:53+00:00,KORD,2013-09-10 19:02:00+00:00,40.230000,-85.550003,24200,445,110,15,14217.123611,6.61,351.46,1244.28,100000.00,0.058,0.654,34.58,195.75,5,100.00,40.00
308572565,2013-09-10 18:03:53+00:00,KPBI,2013-09-10 18:58:00+00:00,29.150000,-82.580002,35000,472,128,12,13446.290278,9.62,997.18,1725.53,100000.00,0.150,0.812,32.61,159.32,5,100.00,40.00
308572569,2013-09-10 18:03:53+00:00,KPDX,2013-09-10 18:58:00+00:00,44.779999,-117.470001,38000,470,132,13,18237.956944,3.28,518.45,1165.80,100000.00,0.074,0.419,14.84,62.33,5,100.00,40.00
308572583,2013-09-10 18:03:53+00:00,KPHL,2013-09-10 18:49:00+00:00,38.650002,-76.779999,24000,401,102,13,13529.623611,3.62,942.90,1206.77,100000.00,0.242,0.420,30.64,122.89,5,100.00,40.00
308572585,2013-09-10 18:03:53+00:00,KPHL,2013-09-10 18:57:00+00:00,37.820000,-77.550003,31000,408,104,16,13904.623611,4.95,703.54,1926.91,100000.00,0.059,0.498,21.76,154.39,5,100.00,40.00
308572602,2013-09-10 18:03:53+00:00,KPHX,2013-09-10 19:42:00+00:00,35.220001,-102.669998,34000,449,142,16,21029.623611,7.29,768.94,1548.09,100000.00,0.243,0.617,4.73,102.21,5,100.00,40.00
308572606,2013-09-10 18:03:53+00:00,KPHX,2013-09-10 18:58:00+00:00,34.880001,-108.879997,39800,413,102,12,17092.123611,9.96,990.21,1988.37,100000.00,0.167,0.774,25.96,165.22,5,100.00,40.00
308572687,2013-09-10 18:03:53+00:00,KSAN,2013-09-10 19:53:00+00:00,34.450001,-104.019997,36000,438,116,15,23758.790278,9.98,395.94,1653.98,100000.00,0.293,0.659,36.60,161.28,5,100.00,40.00
308572726,2013-09-10 18:03:53+00:00,KSEA,2013-09-10 22:47:00+00:00,33.950001,-85.949997,28100,462,133,13,37175.456944,8.99,628.34,1196.68,100000.00,0.203,0.542,38.83,135.67,5,100.00,40.00
308572727,2013-09-10 18:03:53+00:00,KSEA,2013-09-10 19:02:00+00:00,46.680000,-120.680000,24200,460,112,14,18967.123611,9.65,508.65,1056.75,100000.00,0.112,0.581,14.89,151.43,5,100.00,40.00
308572734,2013-09-10 18:03:53+00:00,KSFO,2013-09-10 20:08:00+00:00,37.730000,-107.849998,38000,448,141,15,24592.123611,5.32,370.88,1077.23,100000.00,0.051,0.857,3.29,101.70,5,100.00,40.00
308572736,2013-09-10 18:03:53+00:00,KSFO,2013-09-10 18:58:00+00:00,37.849998,-119.029999,37000,450,143,13,18237.956944,6.65,831.51,1797.37,100000.00,0.158,0.385,33.41,133.21,5,100.00,40.00
308572741,2013-09-10 18:03:53+00:00,KSFO,2013-09-10 19:35:00+00:00,38.430000,-112.580002,38000,449,126,15,21321.290278,9.99,933.10,1097.72,100000.00,0.280,0.582,30.69,51.98,5,100.00,40.00
308572762,2013-09-10 18:03:53+00:00,KSLC,2013-09-10 20:08:00+00:00,37.080002,-98.250000,38000,456,124,15,22800.456944,5.99,519.77,1159.17,100000.00,0.098,0.858,34.90,62.81,5,100.00,40.00
308572767,2013-09-10 18:03:53+00:00,KSLC,2013-09-10 18:49:00+00:00,39.730000,-110.519997,31000,478,107,13,16092.123611,9.33,621.36,1459.52,100000.00,0.221,0.504,32.18,141.58,5,100.00,40.00
308572768,2013-09-10 18:03:53+00:00,KSMF,2013-09-10 18:32:00+00:00,38.430000,-115.930000,38000,456,130,15,18362.956944,10.00,501.68,1319.59,100000.00,0.129,0.543,8.24,157.33,5,100.00,40.00
308572812,2013-09-10 18:03:53+00:00,KTPA,2013-09-10 19:01:00+00:00,31.170000,-84.269997,33000,474,130,14,13550.456944,3.34,835.66,1162.64,100000.00,0.162,0.623,7.76,50.49,5,100.00,40.00
308572833,2013-09-10 18:03:53+00:00,KTUS,2013-09-10 18:44:00+00:00,32.330002,-108.430000,36000,435,128,15,15258.790278,8.34,422.33,1224.09,100000.00,0.269,0.899,11.96,61.32,5,100.00,40.00
308576506,2013-09-10 18:03:53+00:00,KATL,2013-09-10 18:20:00+00:00,35.970001,-86.669998,27000,0,123,14,10842.123611,9.84,429.30,1258.52,100000.00,0.184,0.660,15.34,164.84,5,100.00,40.00
308576551,2013-09-10 18:03:53+00:00,KDEN,2013-09-10 19:20:00+00:00,38.480000,-97.699997,40000,426,101,15,16842.123611,3.85,643.60,1961.63,100000.00,0.125,0.779,29.92,73.76,5,100.00,40.00
308576575,2013-09-10 18:03:53+00:00,KEWR,2013-09-10 19:05:00+00:00,38.070000,-78.019997,35000,418,125,15,15237.956944,1.85,571.23,1603.30,100000.00,0.248,0.623,1.29,131.85,5,100.00,40.00
308576594,2013-09-10 18:03:53+00:00,KIAH,2013-09-10 19:27:00+00:00,34.930000,-91.300003,36000,438,121,13,16717.123611,5.52,397.26,1944.61,100000.00,0.249,0.820,14.38,111.17,5,100.00,40.00
308576601,2013-09-10 18:03:53+00:00,KJFK,2013-09-10 20:10:00+00:00,38.049999,-85.599998,28300,395,106,13,20383.790278,1.19,959.49,1965.10,100000.00,0.188,0.545,2.78,61.44,5,100.00,40.00
308576618,2013-09-10 18:03:53+00:00,KLGA,2013-09-10 19:20:00+00:00,37.830002,-80.220001,27000,480,101,13,16383.790278,3.53,324.89,1586.27,100000.00,0.082,0.663,24.75,169.26,5,100.00,40.00
308576649,2013-09-10 18:03:53+00:00,KMSY,2013-09-10 18:55:00+00:00,32.720001,-88.620003,36000,445,110,14,13300.456944,6.20,814.74,1248.42,100000.00,0.145,0.782,23.53,177.62,5,100.00,40.00
308576673,2013-09-10 18:03:53+00:00,KPHL,2013-09-10 18:44:00+00:00,38.730000,-76.529999,21200,434,133,14,12925.456944,4.21,742.36,1890.08,100000.00,0.268,0.626,33.90,75.71,5,100.00,40.00
308576684,2013-09-10 18:03:53+00:00,KSEA,2013-09-10 19:10:00+00:00,47.570000,-117.800003,39900,430,122,15,18717.123611,2.55,825.86,1350.85,100000.00,0.131,0.508,4.53,89.00,5,100.00,40.00
308577978,2013-09-10 18:03:53+00:00,KATL,2013-09-10 20:17:00+00:00,41.480000,-73.570000,30000,468,123,13,21321.290278,1.50,656.98,1280.48,100000.00,0.299,0.784,27.65,154.35,5,100.00,40.00
308577981,2013-09-10 18:03:53+00:00,KATL,2013-09-10 19:02:00+00:00,36.299999,-81.269997,32000,460,104,13,15404.623611,3.50,997.93,1860.69,100000.00,0.025,0.352,33.82,41.62,5,100.00,40.00
308577984,2013-09-10 18:03:53+00:00,KATL,2013-09-10 19:36:00+00:00,39.380001,-77.080002,34000,442,129,12,17987.956944,5.51,638.89,1440.90,100000.00,0.040,0.470,39.99,88.88,5,100.00,40.00
308577989,2013-09-10 18:03:53+00:00,KATL,2013-09-10 20:25:00+00:00,42.169998,-71.500000,21700,388,112,14,22404.623611,8.84,740.48,1741.24,100000.00,0.163,0.667,37.28,167.65,5,100.00,40.00
308578027,2013-09-10 18:03:53+00:00,KBWI,2013-09-10 18:15:00+00:00,38.950001,-74.500000,18200,456,105,15,12404.623611,7.18,392.55,1423.87,100000.00,0.164,0.511,24.46,126.29,5,100.00,40.00
308578038,2013-09-10 18:03:53+00:00,KCLE,2013-09-10 19:38:00+00:00,42.779999,-71.349998,18200,307,138,16,17342.123611,5.52,476.04,1884.64,100000.00,0.028,0.393,34.09,139.58,5,100.00,40.00
308578040,2013-09-10 18:03:53+00:00,KCLT,2013-09-10 19:07:00+00:00,39.880001,-75.720001,35900,447,140,14,16529.623611,6.85,936.68,1604.78,100000.00,0.134,0.472,25.20,171.09,5,100.00,40.00
308578053,2013-09-10 18:03:53+00:00,KCVG,2013-09-10 19:28:00+00:00,42.169998,-72.379997,25300,428,131,13,18967.123611,6.52,780.81,1785.68,100000.00,0.105,0.433,25.94,55.88,5,100.00,40.00
308578087,2013-09-10 18:03:53+00:00,KDEN,2013-09-10 18:57:00+00:00,41.169998,-101.900002,36000,404,121,13,17550.456944,2.19,911.61,1028.03,100000.00,0.182,0.670,30.89,111.51,5,100.00,40.00
308578092,2013-09-10 18:03:53+00:00,KDFW,2013-09-10 21:29:00+00:00,41.349998,-74.080002,36000,438,104,15,29612.956944,5.53,313.20,1328.38,100000.00,0.015,0.866,28.18,190.28,5,100.00,40.00
308578094,2013-09-10 18:03:53+00:00,KDFW,2013-09-10 20:05:00+00:00,37.250000,-85.419998,38000,446,106,13,23133.790278,6.86,773.84,1048.52,100000.00,0.122,0.395,19.29,61.79,5,100.00,40.00
308578105,2013-09-10 18:03:53+00:00,KDTW,2013-09-10 18:45:00+00:00,42.549999,-81.480003,24000,412,138,14,13050.456944,5.20,857.33,1509.28,100000.00,0.275,0.827,28.92,75.08,5,100.00,40.00
308578151,2013-09-10 18:03:53+00:00,KIAH,2013-09-10 20:45:00+00:00,37.130001,-80.580002,38000,472,140,12,25800.456944,8.88,951.95,1072.46,100000.00,0.124,0.436,19.56,159.75,5,100.00,40.00
308578180,2013-09-10 18:03:53+00:00,KLAX,2013-09-10 21:25:00+00:00,39.000000,-94.680000,34000,428,102,14,31821.290278,1.22,981.16,1014.47,100000.00,0.080,0.476,27.22,136.61,5,100.00,40.00
308578239,2013-09-10 18:03:53+00:00,KMCO,2013-09-10 20:18:00+00:00,39.180000,-74.250000,36000,461,139,16,22696.290278,4.56,919.91,1758.56,100000.00,0.190,0.596,18.60,106.08,5,100.00,40.00
308578245,2013-09-10 18:03:53+00:00,KMDW,2013-09-10 19:55:00+00:00,42.880001,-75.449997,40000,404,101,15,19758.790278,8.56,901.81,1918.98,100000.00,0.220,0.832,30.94,40.60,5,100.00,40.00
308578250,2013-09-10 18:03:53+00:00,KMIA,2013-09-10 19:30:00+00:00,31.900000,-78.279999,38000,455,127,13,19196.290278,2.90,303.40,1219.32,100000.00,0.053,0.478,28.23,119.37,5,100.00,40.00
308578255,2013-09-10 18:03:53+00:00,KMKE,2013-09-10 18:50:00+00:00,42.849998,-83.099998,40000,416,110,14,14217.123611,6.23,404.99,1519.67,100000.00,0.175,0.675,25.51,198.14,5,100.00,40.00
308578260,2013-09-10 18:03:53+00:00,KMSP,2013-09-10 18:40:00+00:00,44.880001,-90.870003,30000,405,137,12,14029.623611,9.57,506.58,1820.01,100000.00,0.297,0.871,22.80,116.91,5,100.00,40.00
308578280,2013-09-10 18:03:53+00:00,KORD,2013-09-10 19:10:00+00:00,42.980000,-82.779999,38400,420,113,16,15925.456944,4.91,912.93,1021.40,100000.00,0.207,0.558,11.95,111.99,5,100.00,40.00
308578289,2013-09-10 18:03:53+00:00,KORD,2013-09-10 19:56:00+00:00,42.970001,-74.720001,38000,419,144,14,19154.623611,1.91,535.79,1762.02,100000.00,0.253,0.362,30.46,93.77,5,100.00,40.00
308578294,2013-09-10 18:03:53+00:00,KORD,2013-09-10 19:25:00+00:00,43.070000,-80.480003,36000,430,127,12,16967.123611,5.24,637.38,1062.37,100000.00,0.085,0.558,27.75,172.54,5,100.00,40.00
308578305,2013-09-10 18:03:53+00:00,KPDX,2013-09-10 18:19:00+00:00,46.119999,-114.099998,37900,466,116,13,16154.623611,3.58,720.87,1523.13,100000.00,0.239,0.441,37.38,185.83,5,100.00,40.00
308578306,2013-09-10 18:03:53+00:00,KPHL,2013-09-10 17:03:00+00:00,41.099998,-71.730003,30000,436,139,14,10154.623611,4.24,601.19,1383.20,100000.00,0.147,0.480,13.44,41.58,5,100.00,40.00
308578327,2013-09-10 18:03:53+00:00,KPHL,2013-09-10 19:06:00+00:00,41.270000,-71.419998,27500,440,137,15,14342.123611,9.25,887.86,1444.66,100000.00,0.255,0.756,17.64,52.41,5,100.00,40.00
308578331,2013-09-10 18:03:53+00:00,KPHX,2013-09-10 19:52:00+00:00,36.630001,-102.230003,34000,444,141,16,23529.623611,2.92,409.13,1884.93,100000.00,0.179,0.363,38.87,115.43,5,100.00,40.00
308578383,2013-09-10 18:03:53+00:00,KSFO,2013-09-10 21:46:00+00:00,42.049999,-96.250000,36000,433,105,13,33904.623611,1.60,485.66,1608.53,100000.00,0.059,0.757,2.85,134.62,5,100.00,40.00
308578389,2013-09-10 18:03:53+00:00,KSFO,2013-09-10 19:20:00+00:00,38.330002,-116.320000,36000,467,111,16,21800.456944,5.60,467.56,1768.95,100000.00,0.090,0.443,15.19,69.14,5,100.00,40.00
308578391,2013-09-10 18:03:53+00:00,KSFO,2013-09-10 19:10:00+00:00,40.980000,-116.519997,38000,474,113,14,20904.623611,6.93,928.20,1489.09,100000.00,0.197,0.522,6.30,100.65,5,100.00,40.00
308579755,2013-09-10 18:03:53+00:00,KOAK,2013-09-10 18:35:00+00:00,36.919998,-121.019997,20500,369,138,15,11467.123611,7.57,781.56,1623.57,100000.00,0.048,0.800,30.43,148.76,5,100.00,40.00
308579771,2013-09-10 18:03:53+00:00,KPDX,2013-09-10 19:04:00+00:00,42.049999,-121.779999,38000,431,110,14,14029.623611,9.24,966.65,1384.68,100000.00,0.033,0.879,37.35,80.82,5,100.00,40.00
308579775,2013-09-10 18:03:53+00:00,KPHX,2013-09-10 18:50:00+00:00,33.220001,-116.970001,33000,427,114,14,12842.123611,2.91,487.92,1824.96,100000.00,0.247,0.487,19.57,143.84,5,100.00,40.00
308579960,2013-09-10 18:03:53+00:00,KCVG,2013-09-10 19:29:00+00:00,38.849998,-78.199997,22200,387,143,16,16446.290278,9.28,746.69,1937.77,100000.00,0.134,0.610,36.17,178.28,5,100.00,40.00
308579973,2013-09-10 18:03:53+00:00,KDFW,2013-09-10 21:00:00+00:00,38.830002,-78.769997,35900,451,134,15,25571.290278,8.95,590.83,1118.67,100000.00,0.104,0.571,36.92,63.08,5,100.00,40.00
308579975,2013-09-10 18:03:53+00:00,KDFW,2013-09-10 20:05:00+00:00,37.020000,-86.519997,38000,451,136,13,21029.623611,1.29,351.46,1838.81,100000.00,0.211,0.650,28.03,94.59,5,100.00,40.00
308579985,2013-09-10 18:03:53+00:00,KDTW,2013-09-10 19:00:00+00:00,39.529999,-77.870003,25400,400,101,13,15217.123611,7.96,554.64,1439.50,100000.00,0.165,0.493,22.60,92.12,5,100.00,40.00
308580000,2013-09-10 18:03:53+00:00,KFLL,2013-09-10 19:15:00+00:00,30.570000,-78.949997,35900,465,138,15,16571.290278,8.96,859.40,1340.54,100000.00,0.243,0.533,14.46,168.43,5,100.00,40.00
308580016,2013-09-10 18:03:53+00:00,KIAH,2013-09-10 19:24:00+00:00,31.629999,-91.650002,38000,459,110,13,17821.290278,1.63,344.49,1101.65,100000.00,0.228,0.612,21.38,100.49,5,100.00,40.00
308580040,2013-09-10 18:03:53+00:00,KLAX,2013-09-10 19:20:00+00:00,35.799999,-112.750000,36000,432,134,13,21050.456944,8.64,972.11,1743.31,100000.00,0.061,0.455,31.75,158.58,5,100.00,40.00
308580060,2013-09-10 18:03:53+00:00,KMDW,2013-09-10 18:50:00+00:00,39.430000,-81.349998,38000,425,109,13,15217.123611,3.97,678.47,1944.70,100000.00,0.261,0.692,20.90,153.66,5,100.00,40.00
308580101,2013-09-10 18:03:53+00:00,KORD,2013-09-10 18:45:00+00:00,41.279999,-86.120003,24700,436,128,13,13362.956944,4.32,671.49,1207.54,100000.00,0.278,0.654,14.25,159.56,5,100.00,40.00
308580153,2013-09-10 18:03:53+00:00,KSAN,2013-09-10 18:45:00+00:00,34.400002,-113.570000,34000,412,135,14,19029.623611,2.99,748.01,1931.14,100000.00,0.158,0.498,17.23,178.75,5,100.00,40.00
308580157,2013-09-10 18:03:53+00:00,KSDF,2013-09-10 18:25:00+00:00,38.029999,-82.370003,30000,441,139,15,13425.456944,5.66,969.28,1371.42,100000.00,0.082,0.656,38.45,81.77,5,100.00,40.00
308580161,2013-09-10 18:03:53+00:00,KSFO,2013-09-10 16:32:00+00:00,37.970001,-117.980003,38000,469,143,15,22029.623611,8.33,490.56,1811.70,100000.00,0.296,0.813,20.68,144.78,5,100.00,40.00
308580164,2013-09-10 18:03:53+00:00,KSLC,2013-09-10 20:30:00+00:00,42.130001,-90.879997,38000,415,124,15,27071.290278,1.33,831.51,1391.90,100000.00,0.021,0.381,26.86,192.05,5,100.00,40.00
308584023,2013-09-10 18:03:53+00:00,KATL,2013-09-10 19:35:00+00:00,38.849998,-89.580002,29000,441,126,12,17175.456944,9.87,977.58,1399.21,100000.00,0.021,0.854,22.88,185.76,5,100.00,40.00
308584699,2013-09-10 18:03:53+00:00,KCLT,2013-09-10 19:17:00+00:00,40.130001,-82.550003,27900,430,133,14,15092.123611,1.69,572.35,1806.04,100000.00,0.206,0.483,22.60,115.29,5,100.00,40.00
308584713,2013-09-10 18:03:53+00:00,KDEN,2013-09-10 20:25:00+00:00,41.400002,-87.500000,30000,353,103,14,22821.290278,2.02,996.80,1847.01,100000.00,0.084,0.483,38.41,175.84,5,100.00,40.00
308584754,2013-09-10 18:03:53+00:00,KIAH,2013-09-10 18:50:00+00:00,31.170000,-93.430000,38000,430,121,14,14758.790278,2.37,989.83,1109.85,100000.00,0.101,0.445,31.75,181.75,5,100.00,40.00
308584797,2013-09-10 18:03:53+00:00,KMDW,2013-09-10 18:45:00+00:00,41.299999,-83.570000,30000,435,141,13,13133.790278,4.04,743.49,1092.83,100000.00,0.225,0.486,16.22,59.16,5,100.00,40.00
308584841,2013-09-10 18:03:53+00:00,KPHL,2013-09-10 17:01:00+00:00,40.430000,-78.050003,27100,464,141,12,13258.790278,6.39,377.47,1935.88,100000.00,0.258,0.566,15.74,112.32,5,100.00,40.00
308585041,2013-09-10 18:03:53+00:00,KBNA,2013-09-10 18:43:00+00:00,35.619999,-84.680000,20500,441,118,15,13612.956944,4.76,941.01,1949.73,100000.00,0.222,0.729,24.19,63.07,5,100.00,40.00
308585054,2013-09-10 18:03:53+00:00,KBOS,2013-09-10 19:27:00+00:00,35.849998,-78.820000,33200,443,109,14,16592.123611,4.43,785.14,1130.63,100000.00,0.192,0.690,24.94,107.87,5,100.00,40.00
308585068,2013-09-10 18:03:53+00:00,KBWI,2013-09-10 18:49:00+00:00,35.849998,-79.129997,29000,440,123,15,13029.623611,4.77,509.59,1171.60,100000.00,0.070,0.691,1.74,168.42,5,100.00,40.00
308585156,2013-09-10 18:03:53+00:00,KDEN,2013-09-10 19:28:00+00:00,38.080002,-97.500000,34000,455,122,14,18550.456944,9.46,477.55,1857.70,100000.00,0.136,0.850,39.78,114.75,5,100.00,40.00
308585165,2013-09-10 18:03:53+00:00,KDFW,2013-09-10 19:52:00+00:00,34.950001,-84.199997,32200,477,109,13,21467.123611,6.46,800.41,1598.32,100000.00,0.182,0.654,19.29,96.54,5,100.00,40.00
308585183,2013-09-10 18:03:53+00:00,KDTW,2013-09-10 18:48:00+00:00,40.869999,-82.070000,28000,460,126,14,13487.956944,9.46,746.13,1079.57,100000.00,0.274,0.812,17.33,60.10,5,100.00,40.00
